FeatureID	FeatureType	Contig	Strand	Left End	Right End	Num Intervals	FeatureName	db xref	function	GO biological process	locus tag	MultiFun	name	product	protein id	synonym	alternate product name	EC number	EnteroFam	GO cellular component	GO molecular function	structure	insertion sequence	regulation	molecular interaction	sequence correction	standard name	anticodon	codon recognized	note	comment	mutant phenotype	genetic interaction	transl except	modification	physical properties	evidence	ribosomal slippage	direction	pseudo	No Annotations	
ABE-0002099	CDS	Chromosome	forward	641311	642549	1	ybdR	UniProtKB/Swiss-Prot:P77316	putative enzyme; Not classified		b0608		ybdR	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	AAC73709.1	ECK0602 -!- JW0601	putative oxidoreductase																									
ABE-0002104	CDS	Chromosome	complement	642780	643190	1	rnk	UniProtKB/Swiss-Prot:P0AFW4	regulator; Central intermediary metabolism: Nucleotide interconversions		b0610		rnk	regulator of nucleoside diphosphate kinase	AAC73711.1	ECK0603 -!- JW0602	regulator of nucleoside diphosphate kinase		EnteroFam0002104: Trusted threshold=324.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002107	CDS	Chromosome	complement	643420	644226	1	rna	UniProtKB/Swiss-Prot:P21338	enzyme; Degradation of RNA		b0611		rna	ribonuclease I	AAC73712.1	rnsA -!- ECK0604 -!- JW0603	RNase I, cleaves phosphodiester bond between any two nucleotides	3.1.27.6																								
ABE-0002110	CDS	Chromosome	complement	644340	645803	1	citT	UniProtKB/Swiss-Prot:P0AE74	putative membrane; Not classified		b0612		citT	citrate:succinate antiporter	AAC73713.1	ybdS -!- ECK0605 -!- JW0604																										
ABE-0002114	CDS	Chromosome	complement	645854	646732	1	citG	UniProtKB/Swiss-Prot:P77231			b0613		citG	triphosphoribosyl-dephospho-CoA transferase	AAC73714.1	ECK0606 -!- JW0605	orf, hypothetical protein	2.7.8.25																								
ABE-0002116	CDS	Chromosome	complement	646707	647258	1	citX	UniProtKB/Swiss-Prot:P0A6G5			b0614		citX	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	AAC73715.1	ECK0607 -!- JW0606 -!- ybdU		2.7.7.61																								
ABE-0002119	CDS	Chromosome	complement	647262	648794	1	citF	UniProtKB/Swiss-Prot:P75726	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b0615		citF	citrate lyase, citrate-ACP transferase (alpha) subunit	AAC73716.1	ECK0608 -!- JW5087	citrate lyase alpha chain	2.8.3.10 -!- 4.1.3.6																								
ABE-0002122	CDS	Chromosome	complement	648805	649713	1	citE	UniProtKB/Swiss-Prot:P0A9I1	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b0616		citE	citrate lyase, citryl-ACP lyase (beta) subunit	AAC73717.1	ECK0609 -!- JW0608		4.1.3.34 -!- 4.1.3.6																								
ABE-0002124	CDS	Chromosome	complement	649710	650006	1	citD	UniProtKB/Swiss-Prot:P69330	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b0617		citD	citrate lyase, acyl carrier (gamma) subunit	AAC73718.1	ECK0610 -!- JW0609	citrate lyase acyl carrier protein (gamma chain)																									
ABE-0002126	CDS	Chromosome	complement	650021	651079	1	citC	UniProtKB/Swiss-Prot:P77390	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b0618		citC	citrate lyase synthetase	AAC73719.1	ECK0611 -!- JW0610	citrate lyase synthetase (citrate (pro-3S)-lyase ligase	6.2.1.22																								
ABE-0002129	CDS	Chromosome	forward	651458	653116	1	citA	UniProtKB/Swiss-Prot:P77510			b0619		citA	sensory histidine kinase in two-component regulatory system with citB	AAC73720.1	dpiB -!- ECK0612 -!- JW0611		2.7.3.-																								
ABE-0002131	CDS	Chromosome	forward	653085	653765	1	citB	UniProtKB/Swiss-Prot:P0AEF4			b0620		citB	DNA-binding response regulator in two-component regulatory system with citA	AAC73721.1	dpiA -!- ECK0613 -!- JW0612																										
ABE-0002133	CDS	Chromosome	complement	653806	655191	1	dcuC	UniProtKB/Swiss-Prot:P0ABP3	transport; Transport of small molecules: Carbohydrates, organic acids, alcohols		b0621		dcuC	anaerobic C4-dicarboxylate transport	AAC73722.1	ECK0614 -!- JW0613 -!- JW0616	transport of dicarboxylates																									
ABE-0002139	CDS	Chromosome	forward	655780	656340	1	crcA	UniProtKB/Swiss-Prot:P37001			b0622		crcA	palmitoyl transferase for Lipid A	AAC73723.1	ECK0615 -!- JW0617	orf, hypothetical protein		EnteroFam0002139: Trusted threshold=487.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002142	CDS	Chromosome	forward	656515	656724	1	cspE	UniProtKB/Swiss-Prot:P0A972	phenotype; Not classified		b0623		cspE	DNA-binding transcriptional repressor	AAC73724.1	msmC -!- ECK0616 -!- JW0618	cold shock protein		EnteroFam0002142: Trusted threshold=198.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002144	CDS	Chromosome	complement	656778	657161	1	crcB	UniProtKB/Swiss-Prot:P37002			b0624		crcB	predicted inner membrane protein associated with chromosome condensation	AAC73725.1	ECK0617 -!- JW0619	orf, hypothetical protein		EnteroFam0002144: Trusted threshold=277.1; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002148	CDS	Chromosome	forward	657254	657481	1	ybeM_1	UniProtKB/Swiss-Prot:P39874			b0625			predicted protein	AAC73726.1	ybeH -!- ECK0618 -!- JW0620	orf, hypothetical protein	3.5.-.-																								
ABE-0002150	CDS	Chromosome	forward	657478	658041	1	ybeM_2	UniProtKB/Swiss-Prot:P39874	putative enzyme; Not classified		b0626			predicted C-N hydrolase superfamily, NAD(P)-binding amidase/nitrilase	AAC73727.1	ybeM -!- ECK0619 -!- JW0621	putative amidase	3.5.-.-																								
ABE-0002153	CDS	Chromosome	forward	658170	658373	1	tatE	UniProtKB/Swiss-Prot:P0A843			b0627		tatE	TatABCE protein translocation system subunit	AAC73728.1	ybeC -!- ECK0620 -!- JW0622	component of Sec-independent translocase		EnteroFam0002153: Trusted threshold=127.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002155	CDS	Chromosome	complement	658474	659439	1	lipA	UniProtKB/Swiss-Prot:P60716	putative enzyme; Biosynthesis of cofactors, carriers: Lipoate	GO:0009107 lipoate biosynthesis	b0628		lipA	lipoate synthase	AAC73729.1	ECK0621 -!- JW0623		2.8.1.-	EnteroFam0002155: Trusted threshold=988.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).	GO:0005737 cytoplasm																						
ABE-0002158	CDS	Chromosome	complement	659648	660601	1	ybeF	UniProtKB/Swiss-Prot:P30979	putative regulator; Not classified		b0629		ybeF	predicted DNA-binding transcriptional regulator	AAC73730.1	ECK0622 -!- JW0624	putative transcriptional regulator LYSR-type																									
ABE-0002160	CDS	Chromosome	complement	660860	661501	1	lipB	UniProtKB/Swiss-Prot:P60720	enzyme; Biosynthesis of cofactors, carriers: Lipoate		b0630		lipB	lipoyl-protein ligase	AAC73731.1	ECK0623 -!- JW5089	protein of lipoate biosynthesis	2.3.1.-	EnteroFam0002160: Trusted threshold=478.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002162	CDS	Chromosome	complement	661602	661865	1	ybeD	UniProtKB/Swiss-Prot:P0A8J4			b0631		ybeD	conserved protein	AAC73732.1	ECK0624 -!- JW0626			EnteroFam0002162: Trusted threshold=243.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002168	CDS	Chromosome	complement	661975	663186	1	dacA	UniProtKB/Swiss-Prot:P0AEB2	enzyme; Murein sacculus, peptidoglycan		b0632		dacA	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)	AAC73733.1	pfv -!- ECK0625 -!- JW0627	D-alanyl-D-alanine carboxypeptidase, fraction A; penicillin-binding protein 5	3.4.16.4																								
ABE-0002171	CDS	Chromosome	complement	663325	664413	1	rlpA	UniProtKB/Swiss-Prot:P10100	membrane; Macromolecule synthesis, modification: Lipoprotein		b0633		rlpA	minor lipoprotein	AAC73734.1	ECK0626 -!- JW0628			EnteroFam0002171: Trusted threshold=901.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002173	CDS	Chromosome	complement	664424	665536	1	mrdB	UniProtKB/Swiss-Prot:P0ABG7	phenotype; Cell division		b0634		mrdB	cell wall shape-determining protein	AAC73735.1	ECK0627 -!- JW0629	rod shape-determining membrane protein; sensitivity to radiation and drugs		EnteroFam0002173: Trusted threshold=1041.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002178	CDS	Chromosome	complement	665539	667440	1	mrdA	UniProtKB/Swiss-Prot:P0AD65	enzyme; Cell division		b0635		mrdA	transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)	AAC73736.1	pbpA -!- ECK0628 -!- JW0630	cell elongation, e phase; peptidoglycan synthetase; penicillin-binding protein 2																									
ABE-0002180	CDS	Chromosome	complement	667471	667938	1	ybeA	UniProtKB/Swiss-Prot:P0A8I8			b0636		ybeA	conserved protein	AAC73737.1	ECK0629 -!- JW0631			EnteroFam0002180: Trusted threshold=466.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002183	CDS	Chromosome	complement	667942	668259	1	ybeB	UniProtKB/Swiss-Prot:P0AAT6			b0637		ybeB	predicted protein	AAC73738.1	ECK0630 -!- JW5090	orf, hypothetical protein		EnteroFam0002183: Trusted threshold=140.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002185	CDS	Chromosome	complement	668519	669130	1	cobC	UniProtKB/Swiss-Prot:P52086	putative regulator; Biosynthesis of cofactors, carriers: Cobalamin		b0638		cobC	predicted alpha-ribazole-5'-P phosphatase	AAC73739.1	ECK0631 -!- JW0633 -!- phpB	homolog of Salmonella cobC, a phosphohistidine protein	3.1.3.73																								
ABE-0002187	CDS	Chromosome	complement	669154	669795	1	nadD	UniProtKB/Swiss-Prot:P0A752			b0639		nadD	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	AAC73740.1	ybeN -!- ECK0632 -!- JW0634		2.7.7.18	EnteroFam0002187: Trusted threshold=596.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002192	CDS	Chromosome	complement	669797	670828	1	holA	UniProtKB/Swiss-Prot:P28630	enzyme; DNA - replication, repair, restriction/modification		b0640		holA	DNA polymerase III, delta subunit	AAC73741.1	ECK0633 -!- JW0635		2.7.7.7	EnteroFam0002192: Trusted threshold=864.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002194	CDS	Chromosome	complement	670828	671409	1	rlpB	UniProtKB/Swiss-Prot:P0ADC1	membrane; Macromolecule synthesis, modification: Lipoprotein		b0641		rlpB	minor lipoprotein	AAC73742.1	ECK0634 -!- JW0636	a minor lipoprotein		EnteroFam0002194: Trusted threshold=463.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002196	CDS	Chromosome	complement	671424	674006	1	leuS	UniProtKB/Swiss-Prot:P07813	enzyme; Aminoacyl tRNA synthetases, tRNA modification		b0642		leuS	leucyl-tRNA synthetase	AAC73743.1	ECK0635 -!- JW0637	leucine tRNA synthetase	6.1.1.4	EnteroFam0002196: Trusted threshold=2569.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002199	CDS	Chromosome	forward	674241	674723	1	ybeL	UniProtKB/Swiss-Prot:P0AAT9	phenotype; Not classified		b0643		ybeL	conserved protein	AAC73744.1	ECK0636 -!- JW0638	putative alpha helical protein		EnteroFam0002199: Trusted threshold=418.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0002201	CDS	Chromosome	complement	674793	675770	1	ybeQ	UniProtKB/Swiss-Prot:P77234			b0644		ybeQ	conserved protein	AAC73745.1	ECK0637 -!- JW5091	orf, hypothetical protein																									
ABE-0002208	CDS	Chromosome	forward	675934	676641	1	ybeR	UniProtKB/Swiss-Prot:P77627			b0645		ybeR	predicted protein	AAC73746.1	ECK0638 -!- JW0640	orf, hypothetical protein																									
ABE-0002210	CDS	Chromosome	forward	676638	678065	1	djlB	UniProtKB/Swiss-Prot:P77381	putative enzyme; Not classified		b0646		djlB	predicted chaperone	AAC73747.1	ECK0639 -!- JW0641 -!- ybeS	putative enzyme of polynucleotide modification																									
ABE-0002213	CDS	Chromosome	complement	678075	678629	1	ybeT	UniProtKB/Swiss-Prot:P77296			b0647		ybeT	conserved outer membrane protein	AAC73748.1	ECK0640 -!- JW0642	orf, hypothetical protein																									
ABE-0002220	CDS	Chromosome	forward	678731	679438	1	ybeU	UniProtKB/Swiss-Prot:P77427	putative enzyme; Not classified		b0648		ybeU	predicted tRNA ligase	AAC73749.1	ECK0641 -!- JW0643	putative tRNA ligase																									
ABE-0002222	CDS	Chromosome	forward	679435	680886	1	djlC	UniProtKB/Swiss-Prot:P77359			b0649		djlC	Hsc56 co-chaperone of HscC	AAC73750.1	ECK0642 -!- JW0644 -!- ybeV	orf, hypothetical protein																									
ABE-0002225	CDS	Chromosome	complement	680946	682616	1	hscC	UniProtKB/Swiss-Prot:P77319	putative enzyme; Not classified		b0650		hscC	Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription	AAC73751.1	ybeW -!- ECK0643 -!- JW0645																										
